"nama_usaha","alamat","lama usaha","tahun","kemitraan","aset (jutaan)","omzet (ribuan) perbulan","jml_naker","surat Izin"
"BATIK TULIS MUZAH","DSN RENGPERENG (KECAMATAN TANJUNG BUMI)","20","2003","8","300000000","7000000","1","tidak memiliki"
"BATIK TULIS -MIFTAHUL JENNAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","15","2008","8","300000000","7000000","1","tidak memiliki"
"BATIK TULIS -MESRIYAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","23","2000","8","300000000","7500000","1","tidak memiliki"
"BATIK TULIS -JUHAIRIYAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","14","2009","8","300000000","7500000","1","tidak memiliki"
"USAHA BATIK - JUNAIDAH","DSN. PANDIYAN (KECAMATAN TANJUNG BUMI)","24","1999","8","315000000","16750000","1","tidak memiliki"
"USAHA BATIK - SAMRIYEH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","17","2006","8","315000000","25000000","1","tidak memiliki"
"USAHA BATIK - SATIA","DUSUN BUDDUK (KECAMATAN TANJUNG BUMI)","26","1997","8","320000000","23000000","1","tidak memiliki"
"USAHA BATIK - NAYAH","DUSUN MASARAN (KECAMATAN TANJUNG BUMI)","25","1998","8","332000000","28000000","1","SIUP"
"USAHA BATIK - JUMARI","DSN. PANDIYAN (KECAMATAN TANJUNG BUMI)","25","1998","8","425000000","17300000","1","tidak memiliki"
"USAHA BATIK - FITRIA","DSN. PANDIYAN (KECAMATAN TANJUNG BUMI)","13","2010","8","625000000","16500000","1","tidak memiliki"
"USAHA BATIK - TIMAYAH","DUSUN PENGALANGAN (KECAMATAN TANJUNG BUMI)","25","1998","8","220000000","32000000","1","tidak memiliki"
"BATIK TULIS -MAFTUHAH","DUSUN BATES (KECAMATAN TANJUNG BUMI)","33","1990","8","250000000","6000000","1","tidak memiliki"
"BATIK TULIS - BN. MARSUEB","DSN PADANGDANG (KECAMATAN TRAGAH)","26","1997","4","55000000","9600000","1","tidak memiliki"
"BATIK TULIS - DEWI","DSN PADANGDANG (KECAMATAN TRAGAH)","23","2000","4","50000000","8400000","1","tidak memiliki"
"BATIK TULIS - MARTUPAH","DSN PADANGDANG (KECAMATAN TRAGAH)","18","2005","4","35000000","2800000","1","SIUP"
"BATIK TULIS - NURYANI","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","4","50000000","16000000","1","tidak memiliki"
"BATIK TULIS - ERNA WATI","DSN PADANGDANG (KECAMATAN TRAGAH)","32","1991","4","40000000","2800000","1","tidak memiliki"
"BATIK TULIS - SEINIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","22","2001","4","50000000","4200000","1","tidak memiliki"
"BATIK TULIS - HAMEDAH","DSN PADANGDANG (KECAMATAN TRAGAH)","22","2001","4","50000000","4200000","1","tidak memiliki"
"BATIK TULIS - MUAMMARAH","DSN PADANGDANG (KECAMATAN TRAGAH)","28","1995","4","50000000","4800000","1","tidak memiliki"
"BATIK TULIS - HALIMAH","DSN PADANGDANG (KECAMATAN TRAGAH)","24","1999","4","50000000","7000000","1","tidak memiliki"
"BATIK TULIS - HJ. LUT","DSN PADANGDANG (KECAMATAN TRAGAH)","19","2004","4","50000000","7200000","1","SIUP"
"BATIK TULIS - RANTILAN","DSN PADANGDANG (KECAMATAN TRAGAH)","31","1992","4","50000000","7800000","1","SIUP"
"BATIK TULIS - HARFIK ATUN","DSN PADANGDANG (KECAMATAN TRAGAH)","18","2005","4","50000000","9000000","1","SIUP"
"BATIK TULIS - YUNITA RAHMAN","DSN PADANGDANG (KECAMATAN TRAGAH)","16","2007","4","50000000","9000000","1","SIUP"
"BATIK TULIS - MUSAIYINAH","DSN PADANGDANG (KECAMATAN TRAGAH)","26","1997","4","50000000","18000000","1","SIUP"
"BATIK TULIS - HJ. MARYATUN","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","4","50000000","19200000","1","SIUP"
"BATIK TULIS - HASISEH","DSN PADANGDANG (KECAMATAN TRAGAH)","24","1999","4","50000000","30000000","1","SIUP"
"BATIK TULIS - SAHRIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","17","2006","4","50000000","42000000","1","SIUP"
"BATIK TULIS - HOSRIATUN","DSN PADANGDANG (KECAMATAN TRAGAH)","19","2004","4","50000000","54000000","1","SIUP"
"BATIK TULIS - DEWI KUMALA SARI","DSN PADANGDANG (KECAMATAN TRAGAH)","18","2005","4","55000000","5400000","1","SIUP"
"BATIK TULIS DAN RENG RENGAN -KUTNIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","24","1999","4","55000000","90000000","1","SIUP"
"BATIK TULIS - KUS","DSN PADANGDANG (KECAMATAN TRAGAH)","29","1994","4","60000000","9000000","1","SIUP"
"BATIK TULIS - TIMA","DSN PADANGDANG (KECAMATAN TRAGAH)","23","2000","4","65000000","3850000","1","SIUP"
"BATIK TULIS - ANI","DSN PADANGDANG (KECAMATAN TRAGAH)","27","1996","4","65000000","10800000","1","SIUP"
"BATIK TULIS - SITI ROHMAH","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","4","65000000","27000000","1","SIUP"
"BATIK TULIS - JUHAIRIYAH","DSN PADANGDANG (KECAMATAN TRAGAH)","16","2007","4","70000000","36000000","1","SIUP"
"BATIK TULIS - DAHLIA","DSN PADANGDANG (KECAMATAN TRAGAH)","24","1999","4","75000000","10200000","1","SIUP"
"BATIK TULIS - KUS","DSN PADANGDANG (KECAMATAN TRAGAH)","36","1987","4","85000000","9900000","1","SIUP"
"BATIK TULIS - ZAINAB","DSN PADANGDANG (KECAMATAN TRAGAH)","19","2004","8","353000000","14400000","1","SIUP"
"BATIK TULIS - ROMLI","DSN PADANGDANG (KECAMATAN TRAGAH)","34","1989","4","50000000","6050000","1","SIUP"
"BATIK TULIS - MOANNA","DSN PADANGDANG (KECAMATAN TRAGAH)","25","1998","4","545000000","45000000","1","SIUP"
"BATIK TULIS - KARIMAH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","23","2000","8","250000000","36000000","1","SIUP"
"BATIK TULIS - NIRA","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","300000000","32000000","1","SIUP"
"BATIK TULIS - H. RUSMI","DSN LARANGAN (KECAMATAN KLAMPIS)","21","2002","8","300000000","32000000","1","SIUP"
"BATIK TULIS - FATIMAH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","300000000","33000000","1","tidak memiliki"
"BATIK TULIS - KIPTIYEH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","19","2004","8","300000000","34000000","1","tidak memiliki"
"BATIK TULIS - SUADEH","DSN TENGGINAH (KECAMATAN MODUNG)","35","1988","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - NURYANI","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - SUBAIDAH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - SUTIRAH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - SATUMA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - HOIRIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - PARIDA","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - JUMANIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - NARIYE","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","300000000","36000000","1","tidak memiliki"
"BATIK TULIS - MISRIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","300000000","43000000","1","tidak memiliki"
"BATIK TULIS - SUPATMI","DSN PACENAN (KECAMATAN TANJUNG BUMI)","17","2006","8","320000000","36000000","1","tidak memiliki"
"BATIK TULIS - HOMSIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","14","2009","8","320000000","36000000","1","tidak memiliki"
"BATIK TULIS - HOSNIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","26","1997","8","320000000","43000000","1","tidak memiliki"
"BATIK TULIS - WERIDEH","DSN TENGGINAH (KECAMATAN MODUNG)","51","1972","8","340000000","36000000","1","tidak memiliki"
"BATIK TULIS - ASSA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","17","2006","8","350000000","32000000","1","tidak memiliki"
"BATIK TULIS - SANAH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","350000000","35000000","1","tidak memiliki"
"BATIK TULIS - KAMILIYA","DSN LARANGAN (KECAMATAN KLAMPIS)","24","1999","8","350000000","36000000","1","tidak memiliki"
"BATIK TULIS - ROHBIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","24","1999","8","350000000","36000000","1","tidak memiliki"
"BATIK TULIS - SAPIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","17","2006","8","350000000","36000000","1","tidak memiliki"
"BATIK TULIS - MUTMAINNAH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","350000000","36000000","1","SIUP"
"BATIK TULIS - RUHAH","DSN TENGGINAH (KECAMATAN MODUNG)","20","2003","8","360000000","36000000","1","tidak memiliki"
"BATIK TULIS - KINAK A","DSN LARANGAN (KECAMATAN KLAMPIS)","26","1997","8","370000000","32000000","1","tidak memiliki"
"BATIK TULIS - NIMA","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","370000000","36000000","1","tidak memiliki"
"BATIK TULIS - SURIK AH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","370000000","36000000","1","tidak memiliki"
"BATIK TULIS - LAILAH","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","370000000","36000000","1","tidak memiliki"
"BATIK TULIS - DEIMAH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","375000000","43000000","1","tidak memiliki"
"BATIK TULIS - MARBIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","26","1997","8","400000000","32000000","1","SIUP"
"BATIK TULIS - MUSRIPAH","DSN LARANGAN (KECAMATAN KLAMPIS)","18","2005","8","400000000","32000000","1","tidak memiliki"
"BATIK TULIS - UMAYYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","17","2006","8","400000000","32000000","1","tidak memiliki"
"BATIK TULIS - SAMIYE","DSN LARANGAN (KECAMATAN KLAMPIS)","33","1990","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - ROHEMAH","DSN TENGGINAH (KECAMATAN MODUNG)","29","1994","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - SIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","29","1994","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - MUNISIR","DSN PACENAN (KECAMATAN TANJUNG BUMI)","26","1997","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - HATIMAH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - MIDEH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - SAMSIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - SITTIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - SUHRIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","400000000","36000000","1","tidak memiliki"
"MEMBATIK TULIS - NUR SIDEH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","16","2007","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - RADIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","14","2009","8","400000000","36000000","1","SIUP"
"BATIK TULIS - HAMIDEH","DSN LARANGAN (KECAMATAN KLAMPIS)","13","2010","8","400000000","36000000","1","tidak memiliki"
"BATIK TULIS - ASIYA","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","400000000","43000000","1","tidak memiliki"
"BATIK TULIS - H. SUMI","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","400000000","68000000","1","tidak memiliki"
"BATIK TULIS - ASSA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","14","2009","8","410000000","36000000","1","tidak memiliki"
"BATIK - JENIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","420000000","32000000","1","tidak memiliki"
"BATIK TULIS - MUNAWAR","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","420000000","36000000","1","tidak memiliki"
"BATIK TULIS - NUR ASIA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","420000000","36000000","1","SIUP"
"BATIK TULIS - SEHRAH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","450000000","36000000","1","proses pengurusan"
"BATIK TULIS - H. MISRIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","29","1994","8","800000000","13000000","1","tidak memiliki"
"BATIK TULIS - LIMAH","DSN TENGGINAH (KECAMATAN MODUNG)","31","1992","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SIBEH","DSN TENGGINAH (KECAMATAN MODUNG)","27","1996","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - ROUDOH","DSN TENGGINAH (KECAMATAN MODUNG)","24","1999","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - LIHA","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MANIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MARYUNI","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","SIUP"
"BATIK TULIS - PUTIMA","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SAMIYE","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SNEWI","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - TUMA","DSN TENGGINAH (KECAMATAN MODUNG)","23","2000","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SAK IDEH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","22","2001","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SANA","DSN TENGGINAH (KECAMATAN MODUNG)","22","2001","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MIHAYA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","21","2002","8","183600000","36000000","1","SIUP"
"BATIK TULIS - MISRIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MUNIKAH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - NURUL","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SAYEH","DSN TENGGINAH (KECAMATAN MODUNG)","21","2002","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MUSRIYEH","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SEHRAH","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SUBIR","DSN TENGGINAH (KECAMATAN MODUNG)","19","2004","8","183600000","36000000","1","SIUP"
"BATIK TULIS - SEINAB","DSN TENGGINAH (KECAMATAN MODUNG)","18","2005","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - HUZEIMAH","DSN TENGGINAH (KECAMATAN MODUNG)","17","2006","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - ROHANI","DSN TENGGINAH (KECAMATAN MODUNG)","16","2007","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - HORRIYEH","DSN LARANGAN (KECAMATAN KLAMPIS)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - HOTIMAH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - LATI","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - NURUN","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SUPAK MU","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - TUMINA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","15","2008","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - BUSIMA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","14","2009","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MAISURAH","DSN TENGGINAH (KECAMATAN MODUNG)","14","2009","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - MANIRA","DSN TENGGINAH (KECAMATAN MODUNG)","12","2011","8","183600000","36000000","1","tidak memiliki"
"BATIK TULIS - SUTIRAH","DSN PACENAN (KECAMATAN TANJUNG BUMI)","17","2006","8","300000000","27000000","1","tidak memiliki"
"BATIK TULIS - KAMILIYAH","DSN LARANGAN (KECAMATAN KLAMPIS)","23","2000","8","367200000","72000000","1","tidak memiliki"
"BATIK TULIS - HAMIDEH","DSN LARANGAN (KECAMATAN KLAMPIS)","20","2003","8","367200000","72000000","1","tidak memiliki"
"MEMBATIK TULIS - DIRA","DSN PACENAN (KECAMATAN TANJUNG BUMI)","14","2009","8","186360000","36000000","1","tidak memiliki"
"USAHA BATIK TULIS  -SU","DUSUN DARINGAN (KECAMATAN TRAGAH)","15","2008","4","550000000","59200000","1","tidak memiliki"
"USAHA BATIK - B. SRANGEN","DSN. DABUNG (KECAMATAN TANJUNG BUMI)","26","1997","8","55000000","17000000","1","tidak memiliki"
"USAHA BATIK TULIS - MUNIRAH","DUSUN DARINGAN (KECAMATAN TRAGAH)","12","2011","4","235000000","85350000","1","SIUP"
